IoT,Fecha,Hora,Temperatura,Humedad,Presion_Atmosferica,Intensidad_Luz,Viento,UV
E4_CAP_07,10/09/2023,10:00:00,25.0,69.87,900.19,1950,0.0,NaN
E4_CAP_07,10/09/2023,10:05:00,24.18,69.85,899.91,1957,0.0,NaN
E4_CAP_07,10/09/2023,10:10:00,24.08,69.87,899.81,2001,0.0,NaN
E4_CAP_07,10/09/2023,10:15:00,25.0,69.93,900.09,2041,0.0,NaN
E4_CAP_07,10/09/2023,10:20:00,24.98,70.15,899.92,1979,0.0,NaN
E4_CAP_07,10/09/2023,10:25:00,24.92,69.89,899.97,2044,0.0,NaN
E4_CAP_07,10/09/2023,10:30:00,24.93,69.99,899.85,2029,0.0,NaN
E4_CAP_07,10/09/2023,10:35:00,24.91,69.95,900.01,2030,0.0,NaN
E4_CAP_07,10/09/2023,10:40:00,23.76,69.99,899.86,1967,0.0,NaN
E4_CAP_07,10/09/2023,10:45:00,23.88,69.88,899.83,2027,0.0,NaN
E4_CAP_07,10/09/2023,10:50:00,24.96,70.11,900.03,2002,0.0,NaN
E4_CAP_07,10/09/2023,10:55:00,24.92,70.15,900.17,1970,0.0,NaN
E4_CAP_07,10/09/2023,11:00:00,24.91,69.98,900.19,1962,0.0,NaN
E4_CAP_07,10/09/2023,11:05:00,24.99,70.08,899.98,2023,0.0,NaN
E4_CAP_07,10/09/2023,11:10:00,24.99,70.19,900.15,2016,0.0,NaN
E4_CAP_07,10/09/2023,11:15:00,24.98,69.97,899.98,2041,0.0,NaN
E4_CAP_07,10/09/2023,11:20:00,24.95,70.19,899.93,1993,0.0,NaN
E4_CAP_07,10/09/2023,11:25:00,24.91,69.97,900.03,1966,0.0,NaN
E4_CAP_07,10/09/2023,11:30:00,24.91,70.19,900.19,2031,0.0,NaN
E4_CAP_07,10/09/2023,11:35:00,24.97,70.0,899.95,1993,0.0,NaN
E4_CAP_07,10/09/2023,11:40:00,25.0,70.13,900.02,2029,0.0,NaN
E4_CAP_07,10/09/2023,11:45:00,24.99,69.9,900.12,2032,0.0,NaN
E4_CAP_07,10/09/2023,11:50:00,24.01,69.89,899.83,2028,0.0,NaN
E4_CAP_07,10/09/2023,11:55:00,24.91,70.15,899.92,1964,0.0,NaN
E4_CAP_07,10/09/2023,12:00:00,25.03,69.85,899.9,1956,0.0,NaN
E4_CAP_07,10/09/2023,12:05:00,24.98,70.15,899.95,1964,0.0,NaN
E4_CAP_07,10/09/2023,12:10:00,24.92,70.03,900.17,2047,0.0,NaN
E4_CAP_07,10/09/2023,12:15:00,24.96,70.19,899.88,2015,0.0,NaN
E4_CAP_07,10/09/2023,12:20:00,25.03,70.04,900.16,2033,0.0,NaN
E4_CAP_07,10/09/2023,12:25:00,23.77,69.91,899.86,2020,0.0,NaN
E4_CAP_07,10/09/2023,12:30:00,24.91,69.88,899.88,1964,0.0,NaN
E4_CAP_07,10/09/2023,12:35:00,24.9,70.02,900.04,1960,0.0,NaN
E4_CAP_07,10/09/2023,12:40:00,24.99,69.89,899.9,1964,0.0,NaN
E4_CAP_07,10/09/2023,12:45:00,25.1,70.11,900.15,2043,0.0,NaN
E4_CAP_07,10/09/2023,12:50:00,23.84,69.97,899.83,2036,0.0,NaN
E4_CAP_07,10/09/2023,12:55:00,23.82,70.06,899.84,1995,0.0,NaN
E4_CAP_07,10/09/2023,13:00:00,25.01,69.89,899.85,2020,0.0,NaN
E4_CAP_07,10/09/2023,13:05:00,24.98,69.89,900.2,1965,0.0,NaN
E4_CAP_07,10/09/2023,13:10:00,23.83,70.01,899.92,2022,0.0,NaN
E4_CAP_07,10/09/2023,13:15:00,25.07,70.14,899.87,1959,0.0,NaN
E4_CAP_07,10/09/2023,13:20:00,25.02,69.96,899.87,1987,0.0,NaN
E4_CAP_07,10/09/2023,13:25:00,25.08,69.94,899.83,1965,0.0,NaN
E4_CAP_07,10/09/2023,13:30:00,25.0,69.98,900.01,2005,0.0,NaN
E4_CAP_07,10/09/2023,13:35:00,24.97,70.13,900.0,2026,0.0,NaN
E4_CAP_07,10/09/2023,13:40:00,25.03,69.95,899.83,1987,0.0,NaN
E4_CAP_07,10/09/2023,13:45:00,25.01,69.9,900.17,1950,0.0,NaN
E4_CAP_07,10/09/2023,13:50:00,25.08,70.06,900.19,1996,0.0,NaN
E4_CAP_07,10/09/2023,13:55:00,25.08,70.17,899.91,1964,0.0,NaN
E4_CAP_07,10/09/2023,14:00:00,24.9,70.18,900.06,1981,0.0,NaN
E4_CAP_07,10/09/2023,14:05:00,24.93,69.95,899.92,2047,0.0,NaN
E4_CAP_07,10/09/2023,14:10:00,25.08,70.18,900.04,2030,0.0,NaN
E4_CAP_07,10/09/2023,14:15:00,25.07,69.87,900.12,1966,0.0,NaN
E4_CAP_07,10/09/2023,14:20:00,25.0,70.2,900.02,1954,0.0,NaN
E4_CAP_07,10/09/2023,14:25:00,24.42,69.88,900.15,1959,0.0,NaN
E4_CAP_07,10/09/2023,14:30:00,25.0,70.03,900.04,1979,0.0,NaN
E4_CAP_07,10/09/2023,14:35:00,23.42,70.01,899.93,1951,0.0,NaN
E4_CAP_07,10/09/2023,14:40:00,25.07,70.05,900.1,1959,0.0,NaN
E4_CAP_07,10/09/2023,14:45:00,25.04,69.88,900.0,2013,0.0,NaN
E4_CAP_07,10/09/2023,14:50:00,24.96,70.06,900.1,1978,0.0,NaN
E4_CAP_07,10/09/2023,14:55:00,24.96,70.13,900.13,1992,0.0,NaN
E4_CAP_07,10/09/2023,15:00:00,23.53,70.06,899.99,2023,0.0,NaN
E4_CAP_07,10/09/2023,15:05:00,25.05,69.85,900.02,1995,0.0,NaN
E4_CAP_07,10/09/2023,15:10:00,24.97,69.96,899.89,1993,0.0,NaN
E4_CAP_07,10/09/2023,15:15:00,24.99,70.15,899.89,1954,0.0,NaN
E4_CAP_07,10/09/2023,15:20:00,24.39,69.9,899.99,2025,0.0,NaN
E4_CAP_07,10/09/2023,15:25:00,24.96,69.9,899.91,2022,0.0,NaN
E4_CAP_07,10/09/2023,15:30:00,25.0,70.09,899.82,2018,0.0,NaN
E4_CAP_07,10/09/2023,15:35:00,24.97,69.95,900.0,2011,0.0,NaN
E4_CAP_07,10/09/2023,15:40:00,25.02,69.87,899.99,1955,0.0,NaN
E4_CAP_07,10/09/2023,15:45:00,25.03,69.97,900.1,2012,0.0,NaN
E4_CAP_07,10/09/2023,15:50:00,23.66,70.05,900.12,1997,0.0,NaN
E4_CAP_07,10/09/2023,15:55:00,25.05,69.88,900.14,1952,0.0,NaN
E4_CAP_07,10/09/2023,16:00:00,23.6,70.16,899.87,1961,0.0,NaN
E4_CAP_07,10/09/2023,16:05:00,24.97,70.1,900.07,2048,0.0,NaN
E4_CAP_07,10/09/2023,16:10:00,24.98,69.93,900.2,1964,0.0,NaN
E4_CAP_07,10/09/2023,16:15:00,24.91,69.95,899.89,2037,0.0,NaN
E4_CAP_07,10/09/2023,16:20:00,24.99,69.96,899.95,1965,0.0,NaN
E4_CAP_07,10/09/2023,16:25:00,24.25,70.07,900.16,2019,0.0,NaN
E4_CAP_07,10/09/2023,16:30:00,25.09,69.87,900.13,2043,0.0,NaN
E4_CAP_07,10/09/2023,16:35:00,23.68,70.01,900.05,1953,0.0,NaN
E4_CAP_07,10/09/2023,16:40:00,24.99,70.18,900.18,2038,0.0,NaN
E4_CAP_07,10/09/2023,16:45:00,25.07,70.17,899.9,1996,0.0,NaN
E4_CAP_07,10/09/2023,16:50:00,24.22,69.86,900.17,1967,0.0,NaN
E4_CAP_07,10/09/2023,16:55:00,25.01,70.17,899.93,1977,0.0,NaN
E4_CAP_07,10/09/2023,17:00:00,24.93,70.12,899.85,1986,0.0,NaN
E4_CAP_07,10/09/2023,17:05:00,25.01,70.09,900.07,2030,0.0,NaN
E4_CAP_07,10/09/2023,17:10:00,25.09,69.99,899.82,2015,0.0,NaN
E4_CAP_07,10/09/2023,17:15:00,25.07,69.97,900.16,2040,0.0,NaN
E4_CAP_07,10/09/2023,17:20:00,25.09,69.94,899.86,2018,0.0,NaN
E4_CAP_07,10/09/2023,17:25:00,24.95,69.86,900.07,1952,0.0,NaN
E4_CAP_07,10/09/2023,17:30:00,24.91,69.8,900.18,2002,0.0,NaN
E4_CAP_07,10/09/2023,17:35:00,24.96,70.19,900.17,1964,0.0,NaN
E4_CAP_07,10/09/2023,17:40:00,25.05,70.04,899.88,2039,0.0,NaN
E4_CAP_07,10/09/2023,17:45:00,24.01,69.97,899.93,2049,0.0,NaN
E4_CAP_07,10/09/2023,17:50:00,24.13,70.15,900.15,1953,0.0,NaN
E4_CAP_07,10/09/2023,17:55:00,25.09,69.91,900.2,1985,0.0,NaN
E4_CAP_07,10/09/2023,18:00:00,25.0,70.0,899.95,2044,0.0,NaN
E4_CAP_07,10/09/2023,18:05:00,25.1,69.87,900.18,2050,0.0,NaN
E4_CAP_07,10/09/2023,18:10:00,23.74,70.0,900.11,1955,0.0,NaN
E4_CAP_07,10/09/2023,18:15:00,25.08,70.09,899.93,1993,0.0,NaN
E4_CAP_07,10/09/2023,18:20:00,25.06,69.93,899.82,2049,0.0,NaN
E4_CAP_07,10/09/2023,18:25:00,25.09,70.03,900.16,1975,0.0,NaN
E4_CAP_07,10/09/2023,18:30:00,24.93,69.96,900.13,1977,0.0,NaN
E4_CAP_07,10/09/2023,18:35:00,25.03,69.82,900.13,2044,0.0,NaN
E4_CAP_07,10/09/2023,18:40:00,24.36,70.1,899.98,2048,0.0,NaN
E4_CAP_07,10/09/2023,18:45:00,24.96,70.03,900.18,1972,0.0,NaN
E4_CAP_07,10/09/2023,18:50:00,25.0,70.03,900.1,2026,0.0,NaN
E4_CAP_07,10/09/2023,18:55:00,24.97,70.1,900.03,1956,0.0,NaN
E4_CAP_07,10/09/2023,19:00:00,25.1,69.86,899.89,2010,0.0,NaN
E4_CAP_07,10/09/2023,19:05:00,24.9,70.0,900.06,2043,0.0,NaN
E4_CAP_07,10/09/2023,19:10:00,25.02,70.02,899.95,2008,0.0,NaN
E4_CAP_07,10/09/2023,19:15:00,24.97,70.0,899.83,1953,0.0,NaN
E4_CAP_07,10/09/2023,19:20:00,24.94,70.02,899.89,1982,0.0,NaN
E4_CAP_07,10/09/2023,19:25:00,25.05,69.98,900.14,1966,0.0,NaN
E4_CAP_07,10/09/2023,19:30:00,24.9,70.19,900.01,2014,0.0,NaN
E4_CAP_07,10/09/2023,19:35:00,25.08,70.14,899.92,1982,0.0,NaN
E4_CAP_07,10/09/2023,19:40:00,25.0,69.82,899.82,1951,0.0,NaN
E4_CAP_07,10/09/2023,19:45:00,25.05,70.01,899.81,1968,0.0,NaN
E4_CAP_07,10/09/2023,19:50:00,24.98,69.92,899.93,2026,0.0,NaN
E4_CAP_07,10/09/2023,19:55:00,25.0,70.12,900.03,2012,0.0,NaN
E4_CAP_07,10/09/2023,20:00:00,24.95,70.19,900.14,1995,0.0,NaN
E4_CAP_07,10/09/2023,20:05:00,24.99,70.04,900.17,2017,0.0,NaN
E4_CAP_07,10/09/2023,20:10:00,25.05,70.14,899.98,1990,0.0,NaN
E4_CAP_07,10/09/2023,20:15:00,25.05,70.15,900.09,1954,0.0,NaN
E4_CAP_07,10/09/2023,20:20:00,24.93,69.99,899.91,1966,0.0,NaN
E4_CAP_07,10/09/2023,20:25:00,25.04,69.83,899.92,2028,0.0,NaN
E4_CAP_07,10/09/2023,20:30:00,24.94,69.89,899.96,2020,0.0,NaN
E4_CAP_07,10/09/2023,20:35:00,24.97,69.92,900.01,1980,0.0,NaN
E4_CAP_07,10/09/2023,20:40:00,24.92,70.0,899.87,1994,0.0,NaN
E4_CAP_07,10/09/2023,20:45:00,24.96,69.97,900.08,2044,0.0,NaN
E4_CAP_07,10/09/2023,20:50:00,25.08,70.05,899.94,1994,0.0,NaN
E4_CAP_07,10/09/2023,20:55:00,25.04,69.98,900.09,1960,0.0,NaN
E4_CAP_07,10/09/2023,21:00:00,25.04,70.0,899.93,1970,0.0,NaN
E4_CAP_07,10/09/2023,21:05:00,25.08,69.82,900.11,1979,0.0,NaN
E4_CAP_07,10/09/2023,21:10:00,24.9,70.06,899.88,2020,0.0,NaN
E4_CAP_07,10/09/2023,21:15:00,25.06,69.97,899.98,2037,0.0,NaN
E4_CAP_07,10/09/2023,21:20:00,24.99,69.83,899.87,2005,0.0,NaN
E4_CAP_07,10/09/2023,21:25:00,25.03,70.1,899.99,2017,0.0,NaN
E4_CAP_07,10/09/2023,21:30:00,25.1,70.07,900.02,2033,0.0,NaN
E4_CAP_07,10/09/2023,21:35:00,25.09,69.89,899.98,2007,0.0,NaN
E4_CAP_07,10/09/2023,21:40:00,24.98,69.95,900.06,2048,0.0,NaN
E4_CAP_07,10/09/2023,21:45:00,25.07,70.0,900.11,2004,0.0,NaN
E4_CAP_07,10/09/2023,21:50:00,25.08,69.91,900.04,2010,0.0,NaN
E4_CAP_07,10/09/2023,21:55:00,24.97,70.15,899.9,2003,0.0,NaN
E4_CAP_07,10/09/2023,22:00:00,24.92,70.12,900.16,1965,0.0,NaN
E4_CAP_07,10/09/2023,22:05:00,25.03,69.82,900.0,2040,0.0,NaN
E4_CAP_07,10/09/2023,22:10:00,24.91,69.93,899.81,1992,0.0,NaN
E4_CAP_07,10/09/2023,22:15:00,25.02,70.01,900.1,1986,0.0,NaN
E4_CAP_07,10/09/2023,22:20:00,24.92,69.89,899.98,2026,0.0,NaN
E4_CAP_07,10/09/2023,22:25:00,25.01,70.18,899.8,1981,0.0,NaN
E4_CAP_07,10/09/2023,22:30:00,24.99,70.15,900.07,2012,0.0,NaN
E4_CAP_07,10/09/2023,22:35:00,25.02,69.95,899.8,1982,0.0,NaN
E4_CAP_07,10/09/2023,22:40:00,25.06,70.03,900.02,2029,0.0,NaN
E4_CAP_07,10/09/2023,22:45:00,25.04,70.17,899.86,1996,0.0,NaN
E4_CAP_07,10/09/2023,22:50:00,25.04,69.91,899.84,2019,0.0,NaN
E4_CAP_07,10/09/2023,22:55:00,25.04,69.88,900.12,2015,0.0,NaN
E4_CAP_07,10/09/2023,23:00:00,24.94,69.85,900.2,2044,0.0,NaN
E4_CAP_07,10/09/2023,23:05:00,24.97,70.0,899.88,2007,0.0,NaN
E4_CAP_07,10/09/2023,23:10:00,24.94,70.05,900.02,2049,0.0,NaN
E4_CAP_07,10/09/2023,23:15:00,25.03,70.1,900.2,1957,0.0,NaN
E4_CAP_07,10/09/2023,23:20:00,24.96,69.8,899.88,2009,0.0,NaN
E4_CAP_07,10/09/2023,23:25:00,24.96,70.08,900.12,1989,0.0,NaN
E4_CAP_07,10/09/2023,23:30:00,24.99,70.05,900.05,1960,0.0,NaN
E4_CAP_07,10/09/2023,23:35:00,25.05,69.92,899.81,1983,0.0,NaN
E4_CAP_07,10/09/2023,23:40:00,24.95,70.12,900.04,2041,0.0,NaN
E4_CAP_07,10/09/2023,23:45:00,25.0,70.03,900.02,2005,0.0,NaN
E4_CAP_07,10/09/2023,23:50:00,24.91,70.14,899.98,2040,0.0,NaN
E4_CAP_07,10/09/2023,23:55:00,25.02,70.07,899.81,1999,0.0,NaN
E4_CAP_07,10/10/2023,00:00:00,25.09,69.93,900.02,2015,0.0,NaN
E4_CAP_07,10/10/2023,00:05:00,25.01,70.12,899.85,2047,0.0,NaN
E4_CAP_07,10/10/2023,00:10:00,25.06,69.9,899.9,2031,0.0,NaN
E4_CAP_07,10/10/2023,00:15:00,25.08,70.09,899.89,1995,0.0,NaN
E4_CAP_07,10/10/2023,00:20:00,25.05,70.12,899.93,2026,0.0,NaN
E4_CAP_07,10/10/2023,00:25:00,25.05,70.14,900.13,2021,0.0,NaN
E4_CAP_07,10/10/2023,00:30:00,25.1,70.19,899.95,1976,0.0,NaN
E4_CAP_07,10/10/2023,00:35:00,25.05,69.99,900.06,2045,0.0,NaN
E4_CAP_07,10/10/2023,00:40:00,25.02,69.95,899.86,1980,0.0,NaN
E4_CAP_07,10/10/2023,00:45:00,25.07,69.81,900.13,1978,0.0,NaN
E4_CAP_07,10/10/2023,00:50:00,25.01,70.04,900.03,2044,0.0,NaN
E4_CAP_07,10/10/2023,00:55:00,25.09,69.98,900.01,2030,0.0,NaN
E4_CAP_07,10/10/2023,01:00:00,25.05,70.05,899.85,2023,0.0,NaN
E4_CAP_07,10/10/2023,01:05:00,25.0,70.1,900.11,2028,0.0,NaN
E4_CAP_07,10/10/2023,01:10:00,25.01,69.94,899.97,2003,0.0,NaN
E4_CAP_07,10/10/2023,01:15:00,25.05,69.82,900.0,1957,0.0,NaN
E4_CAP_07,10/10/2023,01:20:00,25.09,70.13,900.16,2037,0.0,NaN
E4_CAP_07,10/10/2023,01:25:00,25.07,69.95,900.08,2034,0.0,NaN
E4_CAP_07,10/10/2023,01:30:00,25.01,70.14,899.98,1964,0.0,NaN
E4_CAP_07,10/10/2023,01:35:00,25.1,70.16,899.96,2015,0.0,NaN
E4_CAP_07,10/10/2023,01:40:00,25.08,70.0,900.15,1955,0.0,NaN
E4_CAP_07,10/10/2023,01:45:00,25.0,70.16,900.1,1992,0.0,NaN
E4_CAP_07,10/10/2023,01:50:00,25.06,70.18,899.83,1978,0.0,NaN
E4_CAP_07,10/10/2023,01:55:00,25.09,69.94,899.91,1950,0.0,NaN
E4_CAP_07,10/10/2023,02:00:00,25.01,70.05,900.17,1976,0.0,NaN
E4_CAP_07,10/10/2023,02:05:00,25.07,70.16,900.16,1991,0.0,NaN
E4_CAP_07,10/10/2023,02:10:00,25.06,70.05,900.11,2048,0.0,NaN
E4_CAP_07,10/10/2023,02:15:00,25.0,70.11,900.01,1958,0.0,NaN
E4_CAP_07,10/10/2023,02:20:00,25.06,70.03,899.84,2002,0.0,NaN
E4_CAP_07,10/10/2023,02:25:00,25.08,70.11,899.92,1990,0.0,NaN
E4_CAP_07,10/10/2023,02:30:00,25.05,69.9,899.8,1996,0.0,NaN
E4_CAP_07,10/10/2023,02:35:00,25.05,70.05,899.97,1999,0.0,NaN
E4_CAP_07,10/10/2023,02:40:00,25.04,69.93,900.17,1969,0.0,NaN
E4_CAP_07,10/10/2023,02:45:00,25.02,70.11,899.99,2022,0.0,NaN
E4_CAP_07,10/10/2023,02:50:00,25.0,69.95,900.06,2025,0.0,NaN
E4_CAP_07,10/10/2023,02:55:00,25.03,69.97,899.93,1985,0.0,NaN
E4_CAP_07,10/10/2023,03:00:00,25.03,70.12,899.91,2004,0.0,NaN
E4_CAP_07,10/10/2023,03:05:00,25.01,70.07,899.99,1973,0.0,NaN
E4_CAP_07,10/10/2023,03:10:00,25.05,69.94,899.82,2024,0.0,NaN
E4_CAP_07,10/10/2023,03:15:00,25.03,69.97,900.12,2039,0.0,NaN
E4_CAP_07,10/10/2023,03:20:00,25.08,69.86,899.99,1971,0.0,NaN
E4_CAP_07,10/10/2023,03:25:00,25.02,69.88,900.15,1990,0.0,NaN
E4_CAP_07,10/10/2023,03:30:00,25.03,70.05,900.18,1959,0.0,NaN
E4_CAP_07,10/10/2023,03:35:00,25.01,70.08,900.02,2030,0.0,NaN
E4_CAP_07,10/10/2023,03:40:00,25.07,69.86,900.01,2028,0.0,NaN
E4_CAP_07,10/10/2023,03:45:00,25.08,69.94,900.2,1953,0.0,NaN
E4_CAP_07,10/10/2023,03:50:00,25.03,70.17,899.86,2049,0.0,NaN
E4_CAP_07,10/10/2023,03:55:00,25.07,69.89,900.11,2034,0.0,NaN
E4_CAP_07,10/10/2023,04:00:00,25.04,69.85,899.86,2033,0.0,NaN
E4_CAP_07,10/10/2023,04:05:00,25.02,70.2,900.01,1992,0.0,NaN
E4_CAP_07,10/10/2023,04:10:00,25.06,70.05,899.87,2015,0.0,NaN
E4_CAP_07,10/10/2023,04:15:00,25.0,70.19,900.03,1953,0.0,NaN
E4_CAP_07,10/10/2023,04:20:00,25.05,69.88,900.19,1951,0.0,NaN
E4_CAP_07,10/10/2023,04:25:00,25.05,69.99,899.92,2017,0.0,NaN
E4_CAP_07,10/10/2023,04:30:00,25.08,69.81,899.94,1954,0.0,NaN
E4_CAP_07,10/10/2023,04:35:00,25.01,70.13,900.16,2018,0.0,NaN
E4_CAP_07,10/10/2023,04:40:00,25.1,69.91,900.16,2025,0.0,NaN
E4_CAP_07,10/10/2023,04:45:00,25.06,70.18,899.85,1991,0.0,NaN
E4_CAP_07,10/10/2023,04:50:00,25.09,69.88,900.0,1977,0.0,NaN
E4_CAP_07,10/10/2023,04:55:00,25.02,69.92,899.9,2004,0.0,NaN
E4_CAP_07,10/10/2023,05:00:00,25.09,70.13,899.92,1952,0.0,NaN
E4_CAP_07,10/10/2023,05:05:00,25.1,70.02,899.85,2028,0.0,NaN
E4_CAP_07,10/10/2023,05:10:00,25.04,70.02,899.98,1965,0.0,NaN
E4_CAP_07,10/10/2023,05:15:00,25.0,70.12,899.85,2016,0.0,NaN
E4_CAP_07,10/10/2023,05:20:00,25.04,69.97,900.19,1969,0.0,NaN
E4_CAP_07,10/10/2023,05:25:00,25.08,69.91,900.17,1951,0.0,NaN
E4_CAP_07,10/10/2023,05:30:00,25.0,69.94,900.17,1975,0.0,NaN
E4_CAP_07,10/10/2023,05:35:00,25.02,70.06,899.81,1973,0.0,NaN
E4_CAP_07,10/10/2023,05:40:00,25.03,69.91,900.14,2039,0.0,NaN
E4_CAP_07,10/10/2023,05:45:00,25.1,69.83,900.12,1998,0.0,NaN
E4_CAP_07,10/10/2023,05:50:00,25.09,69.98,900.06,2043,0.0,NaN
E4_CAP_07,10/10/2023,05:55:00,25.1,70.08,900.02,1983,0.0,NaN
E4_CAP_07,10/10/2023,06:00:00,25.02,70.18,900.08,2020,0.0,NaN
E4_CAP_07,10/10/2023,06:05:00,25.08,70.16,900.11,1987,0.0,NaN
E4_CAP_07,10/10/2023,06:10:00,25.08,70.06,900.17,1971,0.0,NaN
E4_CAP_07,10/10/2023,06:15:00,25.06,69.83,899.82,1985,0.0,NaN
E4_CAP_07,10/10/2023,06:20:00,25.04,70.08,899.96,2049,0.0,NaN
E4_CAP_07,10/10/2023,06:25:00,25.05,69.84,900.02,1982,0.0,NaN
E4_CAP_07,10/10/2023,06:30:00,25.07,69.81,900.14,1955,0.0,NaN
E4_CAP_07,10/10/2023,06:35:00,25.01,70.13,900.01,1984,0.0,NaN
E4_CAP_07,10/10/2023,06:40:00,25.05,69.92,900.14,2047,0.0,NaN
E4_CAP_07,10/10/2023,06:45:00,25.02,70.12,899.98,1961,0.0,NaN
E4_CAP_07,10/10/2023,06:50:00,25.05,70.01,900.09,2007,0.0,NaN
E4_CAP_07,10/10/2023,06:55:00,25.01,70.16,899.82,2000,0.0,NaN
E4_CAP_07,10/10/2023,07:00:00,24.9,69.9,899.83,2008,0.0,NaN
E4_CAP_07,10/10/2023,07:05:00,24.97,69.85,900.15,1951,0.0,NaN
E4_CAP_07,10/10/2023,07:10:00,24.91,70.03,900.19,2045,0.0,NaN
E4_CAP_07,10/10/2023,07:15:00,24.96,69.84,899.89,2018,0.0,NaN
E4_CAP_07,10/10/2023,07:20:00,24.98,69.83,900.05,2040,0.0,NaN
E4_CAP_07,10/10/2023,07:25:00,24.91,69.99,899.88,1995,0.0,NaN
E4_CAP_07,10/10/2023,07:30:00,24.91,69.95,900.05,2030,0.0,NaN
E4_CAP_07,10/10/2023,07:35:00,24.97,69.9,899.82,2013,0.0,NaN
E4_CAP_07,10/10/2023,07:40:00,24.99,69.8,900.2,1961,0.0,NaN
E4_CAP_07,10/10/2023,07:45:00,24.96,70.0,899.85,2041,0.0,NaN
E4_CAP_07,10/10/2023,07:50:00,24.94,69.95,900.02,1961,0.0,NaN
E4_CAP_07,10/10/2023,07:55:00,24.91,70.07,900.03,1971,0.0,NaN
E4_CAP_07,10/10/2023,08:00:00,24.92,69.89,899.82,2028,0.0,NaN
E4_CAP_07,10/10/2023,08:05:00,24.96,69.94,899.99,1971,0.0,NaN
E4_CAP_07,10/10/2023,08:10:00,24.98,70.0,900.16,2002,0.0,NaN
E4_CAP_07,10/10/2023,08:15:00,24.96,69.91,899.99,1994,0.0,NaN
E4_CAP_07,10/10/2023,08:20:00,24.97,69.96,899.86,1993,0.0,NaN
E4_CAP_07,10/10/2023,08:25:00,24.95,70.13,899.87,2044,0.0,NaN
E4_CAP_07,10/10/2023,08:30:00,24.98,69.96,899.81,2047,0.0,NaN
E4_CAP_07,10/10/2023,08:35:00,24.98,70.19,899.91,2046,0.0,NaN
E4_CAP_07,10/10/2023,08:40:00,24.99,69.83,899.82,2004,0.0,NaN
E4_CAP_07,10/10/2023,08:45:00,24.93,70.09,900.02,2005,0.0,NaN
E4_CAP_07,10/10/2023,08:50:00,24.93,69.99,899.81,2010,0.0,NaN
E4_CAP_07,10/10/2023,08:55:00,24.91,69.9,900.06,1995,0.0,NaN
E4_CAP_07,10/10/2023,09:00:00,24.98,70.05,900.06,2027,0.0,NaN
E4_CAP_07,10/10/2023,09:05:00,24.98,70.19,899.81,2048,0.0,NaN
E4_CAP_07,10/10/2023,09:10:00,24.97,69.94,900.03,1973,0.0,NaN
E4_CAP_07,10/10/2023,09:15:00,24.93,69.94,900.16,2019,0.0,NaN
E4_CAP_07,10/10/2023,09:20:00,24.96,69.82,900.16,1984,0.0,NaN
E4_CAP_07,10/10/2023,09:25:00,24.97,69.96,900.07,1951,0.0,NaN
E4_CAP_07,10/10/2023,09:30:00,24.98,69.99,900.14,1969,0.0,NaN
E4_CAP_07,10/10/2023,09:35:00,24.98,70.02,899.89,2046,0.0,NaN
E4_CAP_07,10/10/2023,09:40:00,24.93,69.86,900.07,1979,0.0,NaN
E4_CAP_07,10/10/2023,09:45:00,24.9,69.99,900.07,1969,0.0,NaN
E4_CAP_07,10/10/2023,09:50:00,24.97,70.06,900.09,2011,0.0,NaN
E4_CAP_07,10/10/2023,09:55:00,24.99,69.84,900.11,1995,0.0,NaN
E4_CAP_07,10/10/2023,10:00:00,24.92,69.97,900.0,2024,0.0,NaN
E4_CAP_07,10/10/2023,10:05:00,24.95,69.86,900.17,2050,0.0,NaN
E4_CAP_07,10/10/2023,10:10:00,24.91,69.84,899.94,1975,0.0,NaN
E4_CAP_07,10/10/2023,10:15:00,24.94,70.01,900.14,2001,0.0,NaN
E4_CAP_07,10/10/2023,10:20:00,24.03,69.8,899.81,2037,0.0,NaN
E4_CAP_07,10/10/2023,10:25:00,24.99,69.86,899.87,2032,0.0,NaN
E4_CAP_07,10/10/2023,10:30:00,24.99,69.81,899.98,2003,0.0,NaN
E4_CAP_07,10/10/2023,10:35:00,24.92,69.81,900.19,2025,0.0,NaN
E4_CAP_07,10/10/2023,10:40:00,23.52,70.04,900.16,2031,0.0,NaN
E4_CAP_07,10/10/2023,10:45:00,24.98,70.0,899.85,1965,0.0,NaN
E4_CAP_07,10/10/2023,10:50:00,24.91,70.14,900.17,1983,0.0,NaN
E4_CAP_07,10/10/2023,10:55:00,24.96,70.15,899.83,1994,0.0,NaN
E4_CAP_07,10/10/2023,11:00:00,24.93,70.01,900.09,1976,0.0,NaN
E4_CAP_07,10/10/2023,11:05:00,24.93,69.8,900.02,1957,0.0,NaN
E4_CAP_07,10/10/2023,11:10:00,24.92,69.83,899.97,1991,0.0,NaN
E4_CAP_07,10/10/2023,11:15:00,24.96,70.16,900.01,1994,0.0,NaN
E4_CAP_07,10/10/2023,11:20:00,24.99,70.11,899.99,2038,0.0,NaN
E4_CAP_07,10/10/2023,11:25:00,24.97,70.14,900.07,2007,0.0,NaN
E4_CAP_07,10/10/2023,11:30:00,24.91,70.11,900.03,1951,0.0,NaN
E4_CAP_07,10/10/2023,11:35:00,24.93,69.81,900.12,1983,0.0,NaN
E4_CAP_07,10/10/2023,11:40:00,24.98,69.89,900.14,1960,0.0,NaN
